,imageId,task1,classnum
13964,24340,pants,1
13965,24341,dress,1
13966,24343,outerwear,1
13967,24346,outerwear,1
13968,24347,pants,1
13969,24350,outerwear,1
13970,24353,dress,1
13971,24357,pants,1
13972,24360,pants,1
13973,24362,dress,1
13974,24365,shoe,1
13975,24366,outerwear,1
13976,24368,outerwear,1
13977,24369,shoe,1
13978,24370,pants,1
13979,24373,shoe,1
13980,24374,pants,1
13981,24375,pants,1
13982,24376,pants,1
13983,24378,shoe,1
13984,24381,shoe,1
13985,24383,outerwear,1
13986,24385,pants,1
13987,24387,outerwear,1
13988,24389,pants,1
13989,24393,shoe,1
13990,24395,dress,1
13991,24398,outerwear,1
13992,24399,dress,1
13993,24400,outerwear,1
13994,24403,outerwear,1
13995,24407,pants,1
13996,24408,outerwear,1
13997,24409,outerwear,1
13998,24411,outerwear,1
13999,24412,outerwear,1
14000,24413,pants,1
14001,24414,dress,1
14002,24415,outerwear,1
14003,24417,outerwear,1
14004,24418,dress,1
14005,24419,pants,1
14006,24423,dress,1
14007,24424,pants,1
14008,24425,dress,1
14009,24427,outerwear,1
14010,24428,pants,1
14011,24429,pants,1
14012,24430,dress,1
14013,24431,dress,1
14014,24432,dress,1
14015,24435,dress,1
14016,24436,dress,1
14017,24437,outerwear,1
14018,24440,dress,1
14019,24441,dress,1
14020,24442,outerwear,1
14021,24443,pants,1
14022,24444,pants,1
14023,24445,outerwear,1
14024,24447,outerwear,1
14025,24449,outerwear,1
14026,24452,shoe,1
14027,24454,dress,1
14028,24455,dress,1
14029,24458,pants,1
14030,24460,outerwear,1
14031,24461,shoe,1
14032,24462,outerwear,1
14033,24463,outerwear,1
14034,24465,outerwear,1
14035,24466,dress,1
14036,24467,shoe,1
14037,24469,outerwear,1
14038,24470,dress,1
14039,24471,outerwear,1
14040,24472,outerwear,1
14041,24473,outerwear,1
14042,24475,outerwear,1
14043,24476,dress,1
14044,24480,dress,1
14045,24481,shoe,1
14046,24486,outerwear,1
14047,24487,pants,1
14048,24489,pants,1
14049,24490,dress,1
14050,24491,pants,1
14051,24493,outerwear,1
14052,24494,shoe,1
14053,24495,outerwear,1
14054,24496,shoe,1
14055,24497,dress,1
14056,24498,pants,1
14057,24499,dress,1
14058,24500,outerwear,1
14059,24502,pants,1
14060,24507,dress,1
14061,24509,outerwear,1
14062,24512,outerwear,1
14063,24513,outerwear,1
14064,24514,shoe,1
14065,24516,dress,1
14066,24517,dress,1
14067,24518,pants,1
14068,24519,pants,1
14069,24521,pants,1
14070,24523,dress,1
14071,24525,shoe,1
14072,24526,outerwear,1
14073,24528,dress,1
14074,24529,dress,1
14075,24530,pants,1
14076,24532,dress,1
14077,24533,pants,1
14078,24534,outerwear,1
14079,24537,shoe,1
14080,24541,shoe,1
14081,24544,outerwear,1
14082,24545,dress,1
14083,24547,pants,1
14084,24549,dress,1
14085,24550,dress,1
14086,24551,outerwear,1
14087,24552,dress,1
14088,24554,pants,1
14089,24555,pants,1
14090,24556,shoe,1
14091,24558,outerwear,1
14092,24560,shoe,1
14093,24561,dress,1
14094,24566,pants,1
14095,24569,pants,1
14096,24570,pants,1
14097,24571,pants,1
14098,24572,dress,1
14099,24576,shoe,1
14100,24577,pants,1
14101,24578,dress,1
14102,24579,pants,1
14103,24580,dress,1
14104,24582,outerwear,1
14105,24586,pants,1
14106,24588,dress,1
14107,24589,outerwear,1
14108,24590,pants,1
14109,24591,outerwear,1
14110,24593,pants,1
14111,24594,outerwear,1
14112,24596,dress,1
14113,24597,outerwear,1
14114,24598,dress,1
14115,24600,dress,1
14116,24605,shoe,1
14117,24608,dress,1
14118,24610,pants,1
14119,24611,pants,1
14120,24613,dress,1
14121,24614,pants,1
14122,24616,dress,1
14123,24618,outerwear,1
14124,24621,outerwear,1
14125,24622,outerwear,1
14126,24624,pants,1
14127,24628,dress,1
14128,24629,pants,1
14129,24630,dress,1
14130,24632,outerwear,1
14131,24637,dress,1
14132,24638,pants,1
14133,24639,shoe,1
14134,24641,pants,1
14135,24642,shoe,1
14136,24643,outerwear,1
14137,24644,pants,1
14138,24645,shoe,1
14139,24646,dress,1
14140,24647,dress,1
14141,24648,dress,1
14142,24651,pants,1
14143,24655,pants,1
14144,24656,pants,1
14145,24657,outerwear,1
14146,24658,pants,1
14147,24660,shoe,1
14148,24661,shoe,1
14149,24662,outerwear,1
14150,24667,shoe,1
14151,24671,shoe,1
14152,24672,dress,1
14153,24673,outerwear,1
14154,24676,dress,1
14155,24677,dress,1
14156,24678,shoe,1
14157,24679,dress,1
14158,24680,dress,1
14159,24681,dress,1
14160,24682,dress,1
14161,24683,outerwear,1
14162,24686,dress,1
14163,24687,shoe,1
14164,24688,pants,1
14165,24689,pants,1
14166,24690,pants,1
14167,24694,shoe,1
14168,24695,dress,1
14169,24697,outerwear,1
14170,24698,dress,1
14171,24699,outerwear,1
14172,24702,outerwear,1
14173,24705,pants,1
14174,24707,shoe,1
14175,24709,dress,1
14176,24710,pants,1
14177,24711,pants,1
14178,24712,dress,1
14179,24713,shoe,1
14180,24714,pants,1
14181,24715,outerwear,1
14182,24716,dress,1
14183,24717,outerwear,1
14184,24719,shoe,1
14185,24721,pants,1
14186,24722,shoe,1
14187,24723,pants,1
14188,24726,pants,1
14189,24727,pants,1
14190,24729,outerwear,1
14191,24731,dress,1
14192,24732,outerwear,1
14193,24734,outerwear,1
14194,24737,outerwear,1
14195,24741,dress,1
14196,24744,shoe,1
14197,24745,outerwear,1
14198,24746,outerwear,1
14199,24747,shoe,1
14200,24749,shoe,1
14201,24751,dress,1
14202,24752,shoe,1
14203,24753,shoe,1
14204,24757,outerwear,1
14205,24759,pants,1
14206,24760,outerwear,1
14207,24761,dress,1
14208,24762,dress,1
14209,24764,pants,1
14210,24765,pants,1
14211,24766,dress,1
14212,24768,dress,1
14213,24769,dress,1
14214,24771,outerwear,1
14215,24772,dress,1
14216,24773,outerwear,1
14217,24774,outerwear,1
14218,24776,pants,1
14219,24778,shoe,1
14220,24779,pants,1
14221,24780,pants,1
14222,24782,outerwear,1
14223,24783,pants,1
14224,24784,dress,1
14225,24785,shoe,1
14226,24786,outerwear,1
14227,24787,outerwear,1
14228,24788,pants,1
14229,24792,shoe,1
14230,24793,pants,1
14231,24797,outerwear,1
14232,24798,outerwear,1
14233,24800,pants,1
14234,24801,shoe,1
14235,24806,shoe,1
14236,24808,outerwear,1
14237,24809,shoe,1
14238,24811,outerwear,1
14239,24812,pants,1
14240,24814,pants,1
14241,24815,dress,1
14242,24816,outerwear,1
14243,24817,pants,1
14244,24820,outerwear,1
14245,24824,outerwear,1
14246,24825,shoe,1
14247,24826,outerwear,1
14248,24827,pants,1
14249,24828,pants,1
14250,24829,pants,1
14251,24830,dress,1
14252,24836,shoe,1
14253,24837,dress,1
14254,24839,dress,1
14255,24840,outerwear,1
14256,24841,pants,1
14257,24848,dress,1
14258,24852,dress,1
14259,24853,outerwear,1
14260,24855,pants,1
14261,24858,outerwear,1
14262,24859,dress,1
14263,24860,shoe,1
14264,24861,outerwear,1
14265,24862,outerwear,1
14266,24864,outerwear,1
14267,24865,outerwear,1
14268,24866,shoe,1
14269,24867,pants,1
14270,24868,dress,1
14271,24869,dress,1
14272,24871,dress,1
14273,24872,outerwear,1
14274,24873,dress,1
14275,24875,outerwear,1
14276,24876,outerwear,1
14277,24877,outerwear,1
14278,24878,pants,1
14279,24879,pants,1
14280,24881,dress,1
14281,24882,outerwear,1
14282,24883,dress,1
14283,24886,outerwear,1
14284,24889,dress,1
14285,24890,outerwear,1
14286,24894,pants,1
14287,24895,outerwear,1
14288,24896,pants,1
14289,24897,dress,1
14290,24898,outerwear,1
14291,24899,dress,1
14292,24900,pants,1
14293,24901,outerwear,1
14294,24902,shoe,1
14295,24904,shoe,1
14296,24907,dress,1
14297,24910,outerwear,1
14298,24911,pants,1
14299,24912,shoe,1
14300,24913,pants,1
14301,24915,pants,1
14302,24916,pants,1
14303,24918,dress,1
14304,24919,dress,1
14305,24922,dress,1
14306,24923,dress,1
14307,24925,dress,1
14308,24926,dress,1
14309,24928,dress,1
14310,24930,dress,1
14311,24934,dress,1
14312,24936,dress,1
14313,24937,dress,1
14314,24938,outerwear,1
14315,24939,outerwear,1
14316,24942,pants,1
14317,24943,outerwear,1
14318,24944,dress,1
14319,24945,dress,1
14320,24946,outerwear,1
14321,24949,outerwear,1
14322,24950,dress,1
14323,24952,shoe,1
14324,24953,pants,1
14325,24955,outerwear,1
14326,24956,shoe,1
14327,24957,outerwear,1
14328,24959,outerwear,1
14329,24960,pants,1
14330,24961,pants,1
14331,24962,outerwear,1
14332,24964,dress,1
14333,24966,dress,1
14334,24969,dress,1
14335,24970,shoe,1
14336,24971,shoe,1
14337,24972,shoe,1
14338,24973,shoe,1
14339,24974,dress,1
14340,24975,pants,1
14341,24977,pants,1
14342,24979,shoe,1
14343,24981,outerwear,1
14344,24983,pants,1
14345,24987,dress,1
14346,24988,pants,1
14347,24989,outerwear,1
14348,24990,outerwear,1
14349,24996,outerwear,1
14350,24999,shoe,1
14351,25001,pants,1
14352,25002,dress,1
14353,25003,outerwear,1
14354,25004,outerwear,1
14355,25005,pants,1
14356,25008,dress,1
14357,25009,outerwear,1
14358,25012,pants,1
14359,25014,outerwear,1
14360,25017,pants,1
14361,25018,pants,1
14362,25020,shoe,1
14363,25021,pants,1
14364,25023,dress,1
14365,25025,outerwear,1
14366,25027,pants,1
14367,25029,dress,1
14368,25030,outerwear,1
14369,25031,outerwear,1
14370,25032,outerwear,1
14371,25033,pants,1
14372,25034,dress,1
14373,25037,outerwear,1
14374,25038,outerwear,1
14375,25040,dress,1
14376,25041,dress,1
14377,25044,dress,1
14378,25046,shoe,1
14379,25048,pants,1
14380,25049,pants,1
14381,25050,outerwear,1
14382,25054,dress,1
14383,25055,dress,1
14384,25057,pants,1
14385,25058,pants,1
14386,25060,pants,1
14387,25061,pants,1
14388,25063,shoe,1
14389,25064,dress,1
14390,25067,pants,1
14391,25068,dress,1
14392,25070,pants,1
14393,25071,shoe,1
14394,25072,dress,1
14395,25073,outerwear,1
14396,25074,outerwear,1
14397,25075,pants,1
14398,25076,shoe,1
14399,25078,pants,1
14400,25079,outerwear,1
14401,25080,outerwear,1
14402,25081,dress,1
14403,25082,dress,1
14404,25083,dress,1
14405,25084,outerwear,1
14406,25085,shoe,1
14407,25086,dress,1
14408,25087,dress,1
14409,25090,dress,1
14410,25091,pants,1
14411,25092,outerwear,1
14412,25098,outerwear,1
14413,25099,pants,1
14414,25100,dress,1
14415,25101,shoe,1
14416,25102,pants,1
14417,25103,pants,1
14418,25104,pants,1
14419,25106,shoe,1
14420,25107,pants,1
14421,25108,pants,1
14422,25110,dress,1
14423,25112,shoe,1
14424,25113,shoe,1
14425,25115,outerwear,1
14426,25116,dress,1
14427,25118,shoe,1
14428,25119,outerwear,1
14429,25120,pants,1
14430,25121,pants,1
14431,25123,shoe,1
14432,25124,shoe,1
14433,25125,dress,1
14434,25129,outerwear,1
14435,25130,dress,1
14436,25132,outerwear,1
14437,25134,outerwear,1
14438,25135,outerwear,1
14439,25136,pants,1
14440,25137,outerwear,1
14441,25139,pants,1
14442,25140,pants,1
14443,25141,outerwear,1
14444,25142,outerwear,1
14445,25143,pants,1
14446,25145,outerwear,1
14447,25146,outerwear,1
14448,25148,outerwear,1
14449,25151,outerwear,1
14450,25152,outerwear,1
14451,25153,pants,1
14452,25155,outerwear,1
14453,25159,dress,1
14454,25160,outerwear,1
14455,25162,pants,1
14456,25165,dress,1
14457,25166,dress,1
14458,25168,outerwear,1
14459,25171,shoe,1
14460,25173,dress,1
14461,25174,shoe,1
14462,25177,outerwear,1
14463,25178,dress,1
14464,25180,dress,1
14465,25183,shoe,1
14466,25184,dress,1
14467,25185,dress,1
14468,25186,dress,1
14469,25188,pants,1
14470,25190,dress,1
14471,25194,dress,1
14472,25198,outerwear,1
14473,25199,dress,1
14474,25200,outerwear,1
14475,25201,pants,1
14476,25202,outerwear,1
14477,25203,dress,1
14478,25205,dress,1
14479,25206,outerwear,1
14480,25207,outerwear,1
14481,25208,pants,1
14482,25209,outerwear,1
14483,25211,outerwear,1
14484,25213,pants,1
14485,25215,dress,1
14486,25216,dress,1
14487,25217,shoe,1
14488,25221,pants,1
14489,25222,dress,1
14490,25223,dress,1
14491,25224,dress,1
14492,25225,pants,1
14493,25226,pants,1
14494,25227,outerwear,1
14495,25228,pants,1
14496,25231,outerwear,1
14497,25234,outerwear,1
14498,25235,dress,1
14499,25236,pants,1
14500,25237,pants,1
14501,25238,dress,1
14502,25239,pants,1
14503,25240,pants,1
14504,25241,dress,1
14505,25242,shoe,1
14506,25243,dress,1
14507,25246,dress,1
14508,25247,pants,1
14509,25248,outerwear,1
14510,25251,outerwear,1
14511,25252,outerwear,1
14512,25253,pants,1
14513,25254,pants,1
14514,25256,outerwear,1
14515,25257,dress,1
14516,25258,dress,1
14517,25259,dress,1
14518,25261,pants,1
14519,25267,shoe,1
14520,25268,pants,1
14521,25271,dress,1
14522,25272,shoe,1
14523,25274,pants,1
14524,25276,outerwear,1
14525,25277,shoe,1
14526,25279,outerwear,1
14527,25282,outerwear,1
14528,25284,dress,1
14529,25286,outerwear,1
14530,25290,outerwear,1
14531,25291,pants,1
14532,25292,outerwear,1
14533,25293,shoe,1
14534,25294,shoe,1
14535,25295,dress,1
14536,25296,shoe,1
14537,25297,outerwear,1
14538,25298,pants,1
14539,25299,pants,1
14540,25302,outerwear,1
14541,25303,pants,1
14542,25304,pants,1
14543,25307,shoe,1
14544,25309,pants,1
14545,25311,dress,1
14546,25314,pants,1
14547,25315,dress,1
14548,25316,shoe,1
14549,25318,outerwear,1
14550,25320,outerwear,1
14551,25321,shoe,1
14552,25324,dress,1
14553,25329,shoe,1
14554,25333,dress,1
14555,25334,dress,1
14556,25335,shoe,1
14557,25336,shoe,1
14558,25338,pants,1
14559,25341,outerwear,1
14560,25343,shoe,1
14561,25344,dress,1
14562,25345,outerwear,1
14563,25348,dress,1
14564,25350,outerwear,1
14565,25351,pants,1
14566,25353,pants,1
14567,25355,shoe,1
14568,25356,pants,1
14569,25358,dress,1
14570,25359,pants,1
14571,25364,pants,1
14572,25365,pants,1
14573,25370,outerwear,1
14574,25371,shoe,1
14575,25372,dress,1
14576,25374,dress,1
14577,25375,outerwear,1
14578,25376,dress,1
14579,25377,outerwear,1
14580,25378,dress,1
14581,25380,outerwear,1
14582,25381,dress,1
14583,25384,dress,1
14584,25385,outerwear,1
14585,25388,dress,1
14586,25389,dress,1
14587,25390,dress,1
14588,25391,pants,1
14589,25393,dress,1
14590,25394,outerwear,1
14591,25397,outerwear,1
14592,25398,pants,1
14593,25399,dress,1
14594,25400,dress,1
14595,25401,pants,1
14596,25402,pants,1
14597,25403,outerwear,1
14598,25405,outerwear,1
14599,25406,dress,1
14600,25409,outerwear,1
14601,25411,shoe,1
14602,25414,pants,1
14603,25416,outerwear,1
14604,25417,dress,1
14605,25419,dress,1
14606,25420,outerwear,1
14607,25421,pants,1
14608,25422,outerwear,1
14609,25425,shoe,1
14610,25427,shoe,1
14611,25431,pants,1
14612,25432,outerwear,1
14613,25434,pants,1
14614,25436,shoe,1
14615,25437,dress,1
14616,25439,dress,1
14617,25440,outerwear,1
14618,25443,pants,1
14619,25444,outerwear,1
14620,25446,dress,1
14621,25449,dress,1
14622,25452,pants,1
14623,25453,pants,1
14624,25454,pants,1
14625,25456,outerwear,1
14626,25457,pants,1
14627,25458,dress,1
14628,25461,outerwear,1
14629,25462,outerwear,1
14630,25466,dress,1
14631,25467,pants,1
14632,25468,dress,1
14633,25470,outerwear,1
14634,25471,pants,1
14635,25472,pants,1
14636,25476,shoe,1
14637,25477,pants,1
14638,25479,dress,1
14639,25480,dress,1
14640,25481,dress,1
14641,25482,outerwear,1
14642,25483,outerwear,1
14643,25484,pants,1
14644,25485,dress,1
14645,25486,pants,1
14646,25487,pants,1
14647,25488,shoe,1
14648,25490,pants,1
14649,25492,outerwear,1
14650,25493,dress,1
14651,25495,dress,1
14652,25496,shoe,1
14653,25498,pants,1
14654,25500,pants,1
14655,25501,dress,1
14656,25502,outerwear,1
14657,25503,shoe,1
14658,25506,dress,1
14659,25508,dress,1
14660,25512,outerwear,1
14661,25513,outerwear,1
14662,25514,outerwear,1
14663,25515,pants,1
14664,25516,pants,1
14665,25517,pants,1
14666,25518,dress,1
14667,25519,pants,1
14668,25523,shoe,1
14669,25524,shoe,1
14670,25525,outerwear,1
14671,25526,dress,1
14672,25527,dress,1
14673,25528,outerwear,1
14674,25529,pants,1
14675,25530,pants,1
14676,25531,dress,1
14677,25532,pants,1
14678,25534,pants,1
14679,25535,pants,1
14680,25544,dress,1
14681,25545,outerwear,1
14682,25546,pants,1
14683,25547,dress,1
14684,25552,dress,1
14685,25553,pants,1
14686,25554,outerwear,1
14687,25556,pants,1
14688,25559,dress,1
14689,25560,pants,1
14690,25562,pants,1
14691,25565,dress,1
14692,25566,pants,1
14693,25568,pants,1
14694,25570,outerwear,1
14695,25571,dress,1
14696,25573,dress,1
14697,25574,dress,1
14698,25575,outerwear,1
14699,25576,dress,1
14700,25582,dress,1
14701,25586,outerwear,1
14702,25587,outerwear,1
14703,25592,outerwear,1
14704,25593,dress,1
14705,25595,outerwear,1
14706,25596,shoe,1
14707,25597,shoe,1
14708,25598,outerwear,1
14709,25599,outerwear,1
14710,25602,outerwear,1
14711,25607,shoe,1
14712,25610,outerwear,1
14713,25613,dress,1
14714,25614,pants,1
14715,25616,pants,1
14716,25618,dress,1
14717,25620,pants,1
14718,25621,dress,1
14719,25622,pants,1
14720,25623,outerwear,1
14721,25624,shoe,1
14722,25625,pants,1
14723,25628,outerwear,1
14724,25629,outerwear,1
14725,25631,dress,1
14726,25634,dress,1
14727,25635,pants,1
14728,25637,dress,1
14729,25638,pants,1
14730,25639,pants,1
14731,25640,dress,1
14732,25641,pants,1
14733,25644,pants,1
14734,25646,pants,1
14735,25649,dress,1
14736,25650,shoe,1
14737,25651,pants,1
14738,25653,pants,1
14739,25654,outerwear,1
14740,25655,pants,1
14741,25659,dress,1
14742,25661,outerwear,1
14743,25662,pants,1
14744,25663,dress,1
14745,25664,outerwear,1
14746,25665,outerwear,1
14747,25666,outerwear,1
14748,25668,outerwear,1
14749,25669,pants,1
14750,25670,dress,1
14751,25676,shoe,1
14752,25679,shoe,1
14753,25680,dress,1
14754,25681,outerwear,1
14755,25682,pants,1
14756,25685,dress,1
14757,25688,pants,1
14758,25689,pants,1
14759,25690,outerwear,1
14760,25691,dress,1
14761,25692,outerwear,1
14762,25693,dress,1
14763,25695,outerwear,1
14764,25697,outerwear,1
14765,25699,dress,1
14766,25701,outerwear,1
14767,25705,shoe,1
14768,25706,dress,1
14769,25707,outerwear,1
14770,25710,outerwear,1
14771,25711,dress,1
14772,25714,outerwear,1
14773,25717,dress,1
14774,25718,pants,1
14775,25720,dress,1
14776,25722,outerwear,1
14777,25726,dress,1
14778,25728,outerwear,1
14779,25730,outerwear,1
14780,25731,dress,1
14781,25732,dress,1
14782,25734,dress,1
14783,25735,pants,1
14784,25739,outerwear,1
14785,25742,dress,1
14786,25743,pants,1
14787,25745,dress,1
14788,25746,shoe,1
14789,25748,pants,1
14790,25750,outerwear,1
14791,25752,outerwear,1
14792,25754,dress,1
14793,25756,outerwear,1
14794,25757,dress,1
14795,25758,outerwear,1
14796,25760,pants,1
14797,25761,dress,1
14798,25762,outerwear,1
14799,25763,pants,1
14800,25765,shoe,1
14801,25768,dress,1
14802,25770,outerwear,1
14803,25772,pants,1
14804,25773,shoe,1
14805,25774,pants,1
14806,25775,pants,1
14807,25776,outerwear,1
14808,25778,dress,1
14809,25779,pants,1
14810,25780,pants,1
14811,25781,outerwear,1
14812,25782,dress,1
14813,25783,dress,1
14814,25784,outerwear,1
14815,25785,dress,1
14816,25786,outerwear,1
14817,25788,shoe,1
14818,25790,outerwear,1
14819,25793,shoe,1
14820,25794,dress,1
14821,25796,pants,1
14822,25797,outerwear,1
14823,25798,pants,1
14824,25800,pants,1
14825,25802,dress,1
14826,25807,shoe,1
14827,25808,dress,1
14828,25809,outerwear,1
14829,25811,dress,1
14830,25812,pants,1
14831,25815,pants,1
14832,25818,shoe,1
14833,25819,shoe,1
14834,25820,shoe,1
14835,25821,pants,1
14836,25824,outerwear,1
14837,25825,outerwear,1
14838,25826,outerwear,1
14839,25827,outerwear,1
14840,25833,outerwear,1
14841,25834,shoe,1
14842,25840,pants,1
14843,25842,dress,1
14844,25843,shoe,1
14845,25844,dress,1
14846,25845,pants,1
14847,25846,shoe,1
14848,25847,pants,1
14849,25850,outerwear,1
14850,25852,shoe,1
14851,25853,pants,1
14852,25854,outerwear,1
14853,25856,dress,1
14854,25857,dress,1
14855,25858,dress,1
14856,25860,outerwear,1
14857,25861,dress,1
14858,25863,dress,1
14859,25867,dress,1
14860,25869,pants,1
14861,25871,dress,1
14862,25872,dress,1
14863,25873,dress,1
14864,25878,outerwear,1
14865,25879,pants,1
14866,25880,shoe,1
14867,25881,outerwear,1
14868,25883,pants,1
14869,25885,pants,1
14870,25886,shoe,1
14871,25888,dress,1
14872,25889,dress,1
14873,25890,dress,1
14874,25891,pants,1
14875,25892,dress,1
14876,25894,shoe,1
14877,25895,dress,1
14878,25896,shoe,1
14879,25897,dress,1
14880,25898,dress,1
14881,25899,pants,1
14882,25900,outerwear,1
14883,25905,dress,1
14884,25906,outerwear,1
14885,25907,dress,1
14886,25908,dress,1
14887,25909,outerwear,1
14888,25911,dress,1
14889,25913,pants,1
14890,25916,outerwear,1
14891,25919,dress,1
14892,25920,shoe,1
14893,25921,pants,1
14894,25922,dress,1
14895,25925,outerwear,1
14896,25927,outerwear,1
14897,25930,dress,1
14898,25931,shoe,1
14899,25932,pants,1
14900,25933,outerwear,1
14901,25934,pants,1
14902,25936,pants,1
14903,25937,outerwear,1
14904,25939,dress,1
14905,25941,dress,1
14906,25943,pants,1
14907,25944,dress,1
14908,25945,dress,1
14909,25948,dress,1
14910,25952,outerwear,1
14911,25955,outerwear,1
14912,25956,dress,1
14913,25957,shoe,1
14914,25958,pants,1
14915,25961,dress,1
14916,25963,pants,1
14917,25964,shoe,1
14918,25966,pants,1
14919,25967,dress,1
14920,25968,pants,1
14921,25970,shoe,1
14922,25971,pants,1
14923,25973,dress,1
14924,25974,pants,1
14925,25975,pants,1
14926,25976,dress,1
14927,25983,pants,1
14928,25984,shoe,1
14929,25985,dress,1
14930,25987,dress,1
14931,25989,dress,1
14932,25990,pants,1
14933,25991,outerwear,1
14934,25992,shoe,1
14935,25993,outerwear,1
14936,25994,shoe,1
14937,25995,dress,1
14938,25996,outerwear,1
14939,25999,pants,1
14940,26000,shoe,1
14941,26006,outerwear,1
14942,26008,dress,1
14943,26009,pants,1
14944,26010,pants,1
14945,26011,shoe,1
14946,26012,dress,1
14947,26013,pants,1
14948,26015,outerwear,1
14949,26016,outerwear,1
14950,26017,pants,1
14951,26019,shoe,1
14952,26021,shoe,1
14953,26024,pants,1
14954,26025,dress,1
14955,26028,outerwear,1
14956,26029,dress,1
14957,26030,dress,1
14958,26031,outerwear,1
14959,26032,pants,1
14960,26033,dress,1
14961,26034,dress,1
14962,26035,outerwear,1
14963,26036,dress,1
14964,26039,outerwear,1
14965,26040,outerwear,1
14966,26041,outerwear,1
14967,26042,dress,1
14968,26044,dress,1
14969,26047,outerwear,1
14970,26050,outerwear,1
14971,26051,outerwear,1
14972,26052,shoe,1
14973,26053,outerwear,1
14974,26055,shoe,1
14975,26056,outerwear,1
14976,26057,dress,1
14977,26059,pants,1
14978,26060,dress,1
14979,26061,pants,1
14980,26062,outerwear,1
14981,26067,shoe,1
14982,26068,pants,1
14983,26073,outerwear,1
14984,26075,pants,1
14985,26076,dress,1
14986,26077,shoe,1
14987,26078,pants,1
14988,26079,pants,1
14989,26080,outerwear,1
14990,26083,shoe,1
14991,26084,dress,1
14992,26085,pants,1
14993,26086,dress,1
14994,26087,outerwear,1
14995,26088,outerwear,1
14996,26089,dress,1
14997,26093,outerwear,1
14998,26094,dress,1
14999,26096,shoe,1
15000,26099,pants,1
15001,26104,outerwear,1
15002,26105,pants,1
15003,26106,dress,1
15004,26107,outerwear,1
15005,26108,dress,1
15006,26109,shoe,1
15007,26112,pants,1
15008,26113,pants,1
15009,26114,outerwear,1
15010,26116,dress,1
15011,26120,shoe,1
15012,26125,dress,1
15013,26126,outerwear,1
15014,26127,outerwear,1
15015,26128,shoe,1
15016,26129,dress,1
15017,26130,dress,1
15018,26132,outerwear,1
15019,26136,shoe,1
15020,26138,outerwear,1
15021,26139,shoe,1
15022,26140,pants,1
15023,26142,outerwear,1
15024,26143,pants,1
15025,26148,outerwear,1
15026,26149,pants,1
15027,26150,shoe,1
15028,26151,outerwear,1
15029,26152,dress,1
15030,26153,shoe,1
15031,26156,dress,1
15032,26157,dress,1
15033,26159,outerwear,1
15034,26160,dress,1
15035,26166,outerwear,1
15036,26167,outerwear,1
15037,26168,dress,1
15038,26169,outerwear,1
15039,26171,shoe,1
15040,26173,shoe,1
15041,26174,outerwear,1
15042,26177,dress,1
15043,26179,dress,1
15044,26181,outerwear,1
15045,26183,pants,1
15046,26185,shoe,1
15047,26187,shoe,1
15048,26189,pants,1
15049,26192,outerwear,1
15050,26193,pants,1
15051,26194,outerwear,1
15052,26195,outerwear,1
15053,26196,outerwear,1
15054,26197,pants,1
15055,26198,pants,1
15056,26201,outerwear,1
15057,26202,dress,1
15058,26203,dress,1
15059,26205,dress,1
15060,26206,dress,1
15061,26207,shoe,1
15062,26209,outerwear,1
15063,26210,dress,1
15064,26211,outerwear,1
15065,26212,pants,1
15066,26213,pants,1
15067,26214,outerwear,1
15068,26215,pants,1
15069,26216,shoe,1
15070,26217,dress,1
15071,26220,outerwear,1
15072,26223,pants,1
15073,26224,shoe,1
15074,26227,shoe,1
15075,26228,outerwear,1
15076,26230,outerwear,1
15077,26233,pants,1
15078,26234,pants,1
15079,26235,pants,1
15080,26237,pants,1
15081,26238,shoe,1
15082,26239,dress,1
15083,26240,pants,1
15084,26242,shoe,1
15085,26243,outerwear,1
15086,26244,shoe,1
15087,26245,outerwear,1
15088,26247,dress,1
15089,26248,shoe,1
15090,26249,dress,1
15091,26251,dress,1
15092,26253,dress,1
15093,26254,outerwear,1
15094,26255,pants,1
15095,26256,outerwear,1
15096,26257,outerwear,1
15097,26258,shoe,1
15098,26260,outerwear,1
15099,26261,pants,1
15100,26264,shoe,1
15101,26267,dress,1
15102,26268,outerwear,1
15103,26272,dress,1
15104,26273,pants,1
15105,26274,shoe,1
15106,26275,pants,1
15107,26278,shoe,1
15108,26281,pants,1
15109,26283,dress,1
15110,26289,pants,1
15111,26291,outerwear,1
15112,26293,pants,1
15113,26295,outerwear,1
15114,26298,outerwear,1
15115,26299,outerwear,1
15116,26300,outerwear,1
15117,26301,outerwear,1
15118,26308,pants,1
15119,26315,shoe,1
15120,26316,pants,1
15121,26319,outerwear,1
15122,26321,outerwear,1
15123,26322,shoe,1
15124,26324,pants,1
15125,26326,dress,1
15126,26331,shoe,1
15127,26333,pants,1
15128,26334,shoe,1
15129,26335,pants,1
15130,26336,outerwear,1
15131,26337,pants,1
15132,26339,pants,1
15133,26341,pants,1
15134,26344,dress,1
15135,26346,shoe,1
15136,26349,shoe,1
15137,26350,dress,1
15138,26352,pants,1
15139,26353,outerwear,1
15140,26354,pants,1
15141,26355,outerwear,1
15142,26357,outerwear,1
15143,26360,outerwear,1
15144,26362,pants,1
15145,26363,pants,1
15146,26364,shoe,1
15147,26365,outerwear,1
15148,26366,pants,1
15149,26367,outerwear,1
15150,26368,dress,1
15151,26372,pants,1
15152,26374,outerwear,1
15153,26375,shoe,1
15154,26376,pants,1
15155,26378,pants,1
